,Компания,Модель,Комплектация,Тип кузова,Трансмиссия,Штат продажи,Состояние,Пробег,Цвет,Интерьер,Продавец,Оценочная стоимость,Цена продажи,День продажи,Месяц продажи,Год продажи
18396,Audi,S4,quattro,Sedan,automatic,wa,19.0,165494.0,silver,black,porsche of tacoma,5775.0,5100.0,Tue,Dec,2014.0
19801,Audi,A6,2.7T S-Line quattro,Sedan,automatic,fl,19.0,168433.0,gray,black,mid atlantic finance/clearwater,1400.0,1250.0,Thu,Feb,2015.0
19825,Audi,A4,3.0 quattro,Sedan,manual,nc,34.0,114556.0,red,beige,crossroads ford inc,4475.0,5400.0,Mon,Dec,2014.0
19839,Audi,A4,1.8T,Convertible,automatic,fl,39.0,5692.0,blue,beige,braman motorcars,6375.0,11600.0,Thu,Dec,2014.0
19847,Audi,A6,3.0 quattro,Sedan,automatic,wi,32.0,111298.0,blue,gray,toyota financial services,3150.0,600.0,Wed,Jan,2015.0
19848,Audi,A4,3.0 quattro,Sedan,automatic,oh,28.0,105279.0,silver,gray,wells fargo dealer services,4925.0,3400.0,Tue,Dec,2014.0
19851,Audi,S4,quattro,Sedan,automatic,fl,28.0,93058.0,yellow,black,mercedes benz of delray,8025.0,7800.0,Mon,Dec,2014.0
19855,Audi,A4,3.0 quattro,Sedan,automatic,tx,2.0,137349.0,silver,black,caprock auto remarketing,3100.0,500.0,Thu,Jan,2015.0
19856,Audi,A4,1.8T quattro,Sedan,manual,fl,25.0,128808.0,silver,black,celebrity auto sales,3175.0,3600.0,Thu,Dec,2014.0
19857,Audi,A6,2.7T S-Line quattro,Sedan,automatic,ma,29.0,170433.0,silver,gray,prestige auto mart inc,2500.0,1050.0,Tue,Jan,2015.0
19865,Audi,A6,3.0 Avant quattro,Wagon,automatic,ma,31.0,109368.0,beige,tan,volvo of cape cod,3000.0,2300.0,Tue,Dec,2014.0
19870,Audi,A4,3.0 quattro,Sedan,automatic,sc,37.0,101951.0,silver,black,grand strand nissan inc,4900.0,4400.0,Thu,Dec,2014.0
21032,Audi,A4,3,Sedan,automatic,il,19.0,137690.0,blue,beige,future finance company inc/oak forest,2975.0,1800.0,Thu,Dec,2014.0
21033,Audi,A4,3.0 quattro,Sedan,manual,ny,23.0,147036.0,silver,black,new city funding,2025.0,1600.0,Thu,Dec,2014.0
21048,Audi,A4,1.8T quattro,Sedan,automatic,ga,19.0,144418.0,gray,gray,nalley toyota of roswell,2425.0,3000.0,Tue,Dec,2014.0
21053,Audi,A4,3.0 quattro,Sedan,automatic,fl,2.0,188915.0,blue,tan,audi pembroke pines,1425.0,2300.0,Fri,Jan,2015.0
21058,Audi,A4,1.8T quattro,Sedan,automatic,nj,26.0,104747.0,silver,gray,victory auto group llc,3450.0,2100.0,Wed,Dec,2014.0
21063,Audi,allroad quattro,Base,Wagon,automatic,fl,35.0,119917.0,silver,black,boast volkswagen,2600.0,3100.0,Thu,Dec,2014.0
21069,Audi,RS 6,quattro,Sedan,automatic,fl,28.0,89193.0,silver,black,volkswagen of saint augustine,13650.0,12200.0,Wed,Feb,2015.0
21087,Audi,A4,1.8T quattro,Sedan,automatic,fl,19.0,145174.0,blue,gray,courtesy toyota of brandon,2400.0,2100.0,Thu,Jan,2015.0
21101,Audi,A4,3.0 quattro,Sedan,automatic,wa,25.0,160038.0,gray,gray,robert larson's hyundai,1625.0,2700.0,Tue,Dec,2014.0
22047,Audi,A6,3.0 quattro,Sedan,automatic,mn,28.0,163511.0,silver,black,waconia ford sales inc,1200.0,2200.0,Thu,Dec,2014.0
22051,Audi,A6,3.0 quattro,Sedan,automatic,va,2.0,179909.0,blue,gray,browns arlington honda,1300.0,1350.0,Thu,Feb,2015.0
22054,Audi,A6,3.0 quattro,Sedan,automatic,wa,28.0,165554.0,black,beige,larson motors,1400.0,1750.0,Tue,Dec,2014.0
22064,Audi,allroad quattro,Base,Wagon,automatic,ut,2.0,137190.0,black,gray,remarketing by ge/america first credit union,2475.0,500.0,Wed,Dec,2014.0
22075,Audi,A4,1.8T Avant quattro,Wagon,manual,mn,2.0,164309.0,black,gray,km leasing,1775.0,2200.0,Thu,Dec,2014.0
22089,Audi,A4,1.8T quattro,Sedan,manual,oh,19.0,184522.0,red,black,wright-patt credit union,1525.0,1600.0,Thu,Jan,2015.0
22983,Audi,A4,2.8 quattro,Sedan,automatic,ny,19.0,174051.0,blue,gray,northern auto inc,1425.0,750.0,Wed,Jan,2015.0
22991,Audi,TT,225hp quattro,Convertible,manual,wa,1.0,1.0,silver,black,navy federal credit union,7500.0,1500.0,Tue,Dec,2014.0
23040,Audi,allroad quattro,Base,Wagon,automatic,nc,39.0,99471.0,gold,beige,fleet lease remarketing,2850.0,3100.0,Mon,Dec,2014.0
23918,Audi,A6,2.8 quattro,Sedan,automatic,wa,2.0,1.0,gold,beige,capital auto auction,2125.0,150.0,Wed,Feb,2015.0
25292,Audi,A4,2.0T Premium,Sedan,automatic,fl,29.0,25968.0,black,black,prestige motorcar imports inc,20800.0,19600.0,Thu,Jan,2015.0
25293,Audi,A6,3.0T Premium Plus quattro,Sedan,automatic,fl,47.0,18630.0,silver,black,audi pembroke pines,36300.0,34800.0,Fri,Feb,2015.0
25296,Audi,A5,2.0T Premium quattro,Coupe,manual,tx,48.0,20529.0,red,gray,fort worth audi,28500.0,27750.0,Thu,Dec,2014.0
25297,Audi,allroad,Premium Plus quattro,Wagon,automatic,tx,5.0,12174.0,white,gray,fort worth audi,32100.0,34000.0,Thu,Dec,2014.0
25303,Audi,S7,Prestige quattro,Sedan,automatic,ca,21.0,20833.0,white,black,high bid trading co inc,55600.0,53750.0,Thu,Dec,2014.0
25307,Audi,Q7,3.0T Premium Plus quattro,SUV,automatic,fl,42.0,39262.0,white,beige,the collection,37200.0,39600.0,Thu,Dec,2014.0
25310,Audi,A4,2.0T Prestige quattro,Sedan,automatic,il,46.0,15962.0,black,black,mercedes benz of chicago,33700.0,32500.0,Thu,Dec,2014.0
25312,Audi,A5,2.0T Premium Plus quattro,Convertible,automatic,ca,39.0,16763.0,silver,gray,high bid trading co inc,33600.0,31250.0,Thu,Dec,2014.0
25313,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,36.0,17095.0,black,black,high bid trading co inc,25400.0,23250.0,Thu,Dec,2014.0
25318,Audi,A6,3.0T Prestige quattro,Sedan,automatic,tx,36.0,22220.0,black,gray,fort worth audi,41800.0,39750.0,Thu,Dec,2014.0
25319,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,44.0,8828.0,gray,black,the collection,28700.0,31400.0,Thu,Dec,2014.0
25320,Audi,A6,3.0T Prestige quattro,Sedan,automatic,ca,36.0,16185.0,white,black,audi san diego,43900.0,41750.0,Thu,Dec,2014.0
25322,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,43.0,15148.0,gray,black,the collection,28200.0,31000.0,Thu,Dec,2014.0
25327,Audi,Q7,3.0T Premium quattro,SUV,automatic,ga,37.0,18233.0,black,black,germain bmw of naples,37300.0,37500.0,Thu,Dec,2014.0
25328,Audi,A4,2.0T Premium quattro,Sedan,automatic,pa,24.0,37964.0,blue,black,avis corporation,24000.0,22700.0,Fri,Dec,2014.0
25330,Audi,Q5,2.0T Premium Plus quattro,SUV,automatic,pa,37.0,42423.0,blue,gray,avis corporation,29300.0,29300.0,Fri,Dec,2014.0
25331,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,4.0,24154.0,black,beige,the collection,27600.0,28200.0,Thu,Dec,2014.0
25334,Audi,A5,2.0T Premium quattro,Coupe,automatic,il,2.0,22515.0,white,black,mercedes benz of chicago,28300.0,27000.0,Thu,Dec,2014.0
25338,Audi,A4,2.0T Premium,Sedan,automatic,fl,41.0,29353.0,black,beige,prestige motorcar imports inc,21700.0,21300.0,Thu,Dec,2014.0
25339,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,ca,38.0,21987.0,black,black,audi san diego,27500.0,27250.0,Thu,Dec,2014.0
25341,Audi,A8,3.0T quattro,Sedan,automatic,tx,26.0,14413.0,white,black,vw credit,48500.0,44000.0,Thu,Dec,2014.0
25346,Audi,A5,2.0T Premium,Convertible,automatic,fl,19.0,16834.0,black,black,prestige motorcar imports inc,30000.0,23000.0,Thu,Jan,2015.0
25349,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,33.0,28874.0,black,black,prestige motorcar imports inc,27300.0,26500.0,Thu,Dec,2014.0
25350,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,fl,42.0,42076.0,gray,black,lauderdale imports ltd bmw pembrok pines,39400.0,38200.0,Fri,Jan,2015.0
25351,Audi,A6,2.0T Premium,Sedan,automatic,tx,42.0,23901.0,black,tan,music city autoplex llc,29900.0,29700.0,Wed,Jan,2015.0
25353,Audi,A6,3.0T Premium Plus quattro,Sedan,automatic,tx,41.0,54100.0,black,brown,music city autoplex llc,29900.0,31500.0,Wed,Jan,2015.0
25700,Audi,S8,quattro,Sedan,automatic,fl,48.0,18499.0,white,black,the collection,81000.0,79800.0,Thu,Dec,2014.0
25704,Audi,A5,2.0T Premium quattro,Coupe,manual,fl,34.0,8339.0,gray,black,audi pembroke pines,31800.0,29800.0,Fri,Dec,2014.0
25706,Audi,A6,2.0T Premium quattro,Sedan,automatic,fl,45.0,3321.0,silver,brown,the collection,36200.0,34200.0,Tue,Dec,2014.0
25711,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,il,5.0,6398.0,red,gray,mercedes benz of chicago,32400.0,33000.0,Thu,Dec,2014.0
25713,Audi,A4,2.0T Premium Plus quattro,Sedan,automatic,il,45.0,9811.0,white,black,mercedes benz of chicago,32100.0,34500.0,Thu,Dec,2014.0
25716,Audi,A6,2.0T Premium Plus,Sedan,automatic,tx,5.0,9765.0,white,brown,vw credit xu ready,35200.0,36800.0,Thu,Dec,2014.0
25721,Audi,allroad,Premium Plus quattro,Wagon,automatic,tx,49.0,6287.0,white,black,fort worth audi,35700.0,36500.0,Thu,Dec,2014.0
25723,Audi,Q7,TDI Premium Plus quattro,SUV,automatic,ga,47.0,6700.0,black,black,lexus of greenville,49800.0,43000.0,Thu,Dec,2014.0
25724,Audi,A6,3.0T Premium Plus quattro,Sedan,automatic,wa,48.0,12061.0,blue,brown,vw credit xu ready,44700.0,43000.0,Wed,Dec,2014.0
25725,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,tx,39.0,12612.0,white,black,vw credit,36700.0,37200.0,Thu,Dec,2014.0
25726,Audi,allroad,Premium Plus quattro,Wagon,automatic,il,46.0,7702.0,black,black,mercedes benz of chicago,35500.0,36500.0,Thu,Dec,2014.0
25733,Audi,Q5,2.0T Premium quattro,SUV,automatic,tx,45.0,9773.0,white,gray,c/h auto usa inc,32900.0,34400.0,Thu,Dec,2014.0
25738,Audi,A5,2.0T Premium Plus quattro,Coupe,automatic,tx,45.0,3191.0,gray,black,platinum motor cars,37300.0,36000.0,Thu,Dec,2014.0
25740,Audi,A6,2.0T Premium Plus quattro,Sedan,automatic,il,43.0,8448.0,black,black,mercedes benz of chicago,36400.0,37000.0,Thu,Dec,2014.0
25747,Audi,A4,2.0T Premium,Sedan,automatic,fl,48.0,6786.0,white,black,prestige motorcar imports inc,27200.0,25700.0,Thu,Dec,2014.0
25749,Audi,A6,2.0T Premium Plus quattro,Sedan,automatic,tx,5.0,9830.0,white,black,vw credit xu ready,36400.0,38800.0,Thu,Dec,2014.0
25751,Audi,A4,2.0T Premium,Sedan,automatic,fl,5.0,9828.0,red,black,braman motorcars,27000.0,25400.0,Tue,Dec,2014.0
25752,Audi,A6,TDI Premium Plus quattro,Sedan,automatic,tx,5.0,6361.0,white,black,fort worth audi,47000.0,47700.0,Tue,Dec,2014.0
25754,Audi,A7,Prestige quattro,Sedan,automatic,il,49.0,9505.0,gray,black,mercedes benz of chicago,51000.0,54500.0,Thu,Dec,2014.0
28933,Audi,A3,2.0 TDI Premium,Wagon,automatic,fl,37.0,54698.0,black,beige,ge fleet services for itself/servicer,16600.0,15500.0,Tue,Dec,2014.0
28934,Audi,A3,2.0 TDI Premium,Wagon,automatic,fl,36.0,42432.0,charcoal,black,reeves import motorcars inc,21100.0,18900.0,Thu,Jan,2015.0
28936,Audi,A6,3.0T Premium quattro,Sedan,automatic,tx,41.0,34705.0,blue,tan,music city autoplex llc,30100.0,32000.0,Tue,Dec,2014.0
28938,Audi,A4,2.0T Avant Premium quattro,Wagon,automatic,ca,39.0,29597.0,black,black,audi san diego,24000.0,24250.0,Thu,Dec,2014.0
28940,Audi,A6,3.0T Premium quattro,Sedan,automatic,fl,49.0,27179.0,gray,black,audi pembroke pines,31900.0,31800.0,Fri,Jan,2015.0
28953,Audi,A4,2.0T Premium,Sedan,automatic,fl,4.0,54736.0,silver,black,crown audi,18900.0,20800.0,Thu,Dec,2014.0
28967,Audi,A4,2.0T Premium,Sedan,automatic,fl,24.0,42741.0,black,black,the collection,18350.0,18200.0,Thu,Dec,2014.0
28980,Audi,A4,2.0T Premium quattro,Sedan,automatic,fl,23.0,30084.0,silver,black,the collection,20700.0,17500.0,Thu,Dec,2014.0
28991,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,29.0,26898.0,white,black,high bid trading co inc,31500.0,31000.0,Thu,Dec,2014.0
29006,Audi,A3,2.0 TDI Premium,Wagon,automatic,fl,4.0,42548.0,silver,gray,ge fleet services for itself/servicer,17750.0,16600.0,Tue,Dec,2014.0
29009,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,39.0,32529.0,white,gray,premium auto wholesale,20600.0,22200.0,Thu,Dec,2014.0
29010,Audi,A4,2.0T Premium,Sedan,automatic,fl,48.0,32479.0,white,beige,the collection,19050.0,19200.0,Thu,Dec,2014.0
29015,Audi,A6,3.0T Premium quattro,Sedan,automatic,ga,46.0,27681.0,white,tan,germain lexus,31600.0,30800.0,Thu,Dec,2014.0
29035,Audi,A4,2.0T Premium quattro,Sedan,automatic,tx,35.0,33249.0,black,black,vw credit,20300.0,20400.0,Thu,Dec,2014.0
29037,Audi,A5,2.0T Premium,Convertible,automatic,fl,41.0,32586.0,white,beige,prestige motorcar imports inc,26200.0,27400.0,Thu,Jan,2015.0
29038,Audi,A6,3.0T Premium quattro,Sedan,automatic,pa,36.0,41693.0,black,beige,wiz leasing inc,28900.0,30250.0,Fri,Dec,2014.0
29047,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,45.0,34232.0,black,beige,audi san diego,20400.0,21750.0,Thu,Dec,2014.0
29159,Audi,A8,L 4.2 quattro,Sedan,automatic,ca,38.0,32211.0,black,black,high bid trading co inc,42600.0,43750.0,Thu,Dec,2014.0
29169,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,fl,39.0,39593.0,black,black,the collection,39900.0,37000.0,Thu,Dec,2014.0
29171,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,38.0,18821.0,white,brown,the collection,27300.0,26400.0,Thu,Dec,2014.0
29177,Audi,A7,Premium quattro,Sedan,automatic,fl,27.0,37432.0,black,black,audi pembroke pines,39500.0,38200.0,Fri,Dec,2014.0
29178,Audi,A7,Premium quattro,Sedan,automatic,ca,37.0,24592.0,black,brown,high bid trading co inc,41000.0,40250.0,Thu,Dec,2014.0
29179,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,46.0,39838.0,black,black,d&a fine cars,28600.0,28700.0,Fri,Dec,2014.0
29184,Audi,Q5,2.0T Premium quattro,SUV,automatic,il,47.0,24563.0,silver,black,emkay inc,31100.0,32100.0,Tue,Dec,2014.0
29186,Audi,Q7,3.0T S line Prestige quattro,SUV,automatic,ca,44.0,31203.0,black,black,mckenna audi/mckenna bmw,40900.0,41000.0,Thu,Dec,2014.0
29187,Audi,A6,3.0T Premium quattro,Sedan,automatic,ca,39.0,41695.0,black,black,high bid trading co inc,28900.0,32250.0,Thu,Dec,2014.0
29191,Audi,TTS,Premium Plus quattro,Convertible,automatic,fl,5.0,5276.0,red,black,the collection,35700.0,40600.0,Thu,Dec,2014.0
29193,Audi,S4,Premium Plus quattro,Sedan,manual,mi,5.0,46473.0,black,black,kevins marysville auto sales inc,32400.0,32800.0,Thu,Dec,2014.0
29195,Audi,Q7,3.0T Premium quattro,SUV,automatic,fl,37.0,37629.0,blue,black,the collection,33600.0,32750.0,Thu,Dec,2014.0
29196,Audi,A7,Premium quattro,Sedan,automatic,ca,34.0,27846.0,black,black,ferrari & maserati of san diego,41200.0,41000.0,Thu,Dec,2014.0
29204,Audi,Q5,3.2 Premium Plus quattro,SUV,automatic,tx,29.0,36695.0,gray,gray,classic audi,32000.0,32000.0,Thu,Dec,2014.0
29207,Audi,A8,L 4.2 quattro,Sedan,automatic,mi,42.0,32003.0,black,tan,corporate fleet services,43300.0,42400.0,Thu,Feb,2015.0
29209,Audi,A7,Premium quattro,Sedan,automatic,ca,38.0,55216.0,silver,black,audi san diego,37200.0,38250.0,Thu,Dec,2014.0
29212,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,37.0,26772.0,black,black,prestige motorcar imports inc,26400.0,24600.0,Thu,Dec,2014.0
32889,Audi,A4,2.0T quattro,Sedan,manual,fl,36.0,73160.0,black,black,audi pembroke pines,10150.0,9500.0,Fri,Dec,2014.0
32891,Audi,A6,3.2 quattro,Sedan,automatic,il,31.0,64369.0,gray,black,emkay inc,12950.0,13700.0,Tue,Dec,2014.0
32896,Audi,Q7,4.2 Premium quattro,SUV,automatic,tx,3.0,66960.0,gray,tan,heavenly motors of texas ltd,21300.0,21500.0,Fri,Dec,2014.0
32900,Audi,A4,2.0T quattro,Sedan,automatic,nj,19.0,83872.0,white,black,lester glenn buick,9475.0,9000.0,Wed,Feb,2015.0
32904,Audi,S8,quattro,Sedan,automatic,fl,48.0,51921.0,gray,black,mercedes benz of tampa,32900.0,28000.0,Thu,Dec,2014.0
33159,Audi,A4,2.0T,Sedan,automatic,tx,35.0,113128.0,black,tan,security service fcu (sscu),5225.0,2800.0,Wed,Jan,2015.0
33160,Audi,A4,2.0T,Sedan,automatic,fl,19.0,109484.0,white,beige,toyota financial services,6000.0,4000.0,Mon,Dec,2014.0
33161,Audi,A4,2.0T,Sedan,automatic,ga,28.0,113927.0,silver,black,audi north atlanta,5825.0,6000.0,Tue,Dec,2014.0
33169,Audi,A4,2.0T,Convertible,automatic,fl,24.0,46543.0,gray,gray,remarketing by ge/hardy automotive llc,8975.0,9500.0,Fri,Jan,2015.0
33394,Audi,A4,1.8T,Convertible,automatic,md,1.0,54725.0,blue,gray,santander consumer,7975.0,2400.0,Tue,Dec,2014.0
33396,Audi,A4,2.0T quattro,Sedan,automatic,ga,28.0,104227.0,white,beige,audi north atlanta,6350.0,5800.0,Tue,Dec,2014.0
33580,Audi,A4,1.8T quattro,Sedan,automatic,md,21.0,100077.0,white,tan,amber auto,5875.0,3300.0,Tue,Dec,2014.0
33746,Audi,TT,225hp quattro,Convertible,manual,pa,43.0,56834.0,gray,black,adcock brothers inc,10800.0,11600.0,Fri,Dec,2014.0
33754,Audi,A6,2.7T quattro,Sedan,automatic,nc,2.0,133925.0,black,black,hendrick durham auto mall,2875.0,2900.0,Tue,Dec,2014.0
33884,Audi,A4,1.8T Avant quattro,Wagon,manual,ga,38.0,135938.0,silver,black,audi north atlanta,2875.0,4400.0,Tue,Dec,2014.0
33983,Audi,A6,3,Sedan,automatic,fl,29.0,52271.0,white,tan,tdaf remarketing,3950.0,5300.0,Mon,Dec,2014.0
33990,Audi,A6,4.2 quattro,Sedan,automatic,fl,36.0,164519.0,silver,black,sawgrass infiniti,1725.0,2000.0,Fri,Dec,2014.0
34148,Audi,A6,2.7T quattro,Sedan,automatic,md,2.0,72927.0,black,black,nico buys cars,2300.0,2900.0,Tue,Dec,2014.0
34573,Audi,A6,3.0T Prestige quattro,Sedan,automatic,wi,44.0,14345.0,black,black,sutton ford/ge,48100.0,48400.0,Tue,Dec,2014.0
35031,Audi,A4,2.0T Premium,Sedan,automatic,tx,39.0,35233.0,gray,tan,wells fargo dealer services,20700.0,19200.0,Mon,Dec,2014.0
35039,Audi,Q7,3.0T Premium quattro,SUV,automatic,fl,42.0,75884.0,black,gray,tdaf remarketing,29300.0,29800.0,Tue,Jan,2015.0
35725,Audi,Q5,2.0T Premium quattro,SUV,automatic,fl,32.0,59517.0,blue,brown,tdaf remarketing,22800.0,22800.0,Tue,Jan,2015.0
36547,Audi,A5,3.2 Premium Plus quattro,Coupe,automatic,ca,33.0,50999.0,black,black,high bid trading co inc,21400.0,23000.0,Wed,Dec,2014.0
36561,Audi,Q7,3.6 Premium quattro,SUV,automatic,ga,43.0,123548.0,black,black,innovative auto llc,24000.0,17200.0,Tue,Jan,2015.0
37235,Audi,A6,3.0T quattro,Sedan,automatic,nj,28.0,160085.0,gray,tan,valenti motors inc,10600.0,8275.0,Wed,Feb,2015.0
37236,Audi,A4,2.0T Premium,Sedan,automatic,fl,37.0,38645.0,brown,beige,tdaf remarketing,13700.0,14200.0,Mon,Dec,2014.0
37240,Audi,A4,2.0T Premium quattro,Sedan,automatic,ca,38.0,106546.0,red,black,aaero sweet company,9475.0,11250.0,Tue,Dec,2014.0
37241,Audi,Q7,4.2 Prestige quattro,SUV,automatic,ne,43.0,45275.0,beige,tan,lithia volkswagen of des moines audi des moines,24200.0,24600.0,Tue,Dec,2014.0
37244,Audi,A3,2.0T quattro,Wagon,automatic,nj,39.0,226816.0,gray,black,relvinachel llc,11500.0,4600.0,Wed,Dec,2014.0
37246,Audi,A8,quattro,Sedan,automatic,mi,3.0,120715.0,black,tan,bmw of ann arbor,16800.0,11300.0,Tue,Dec,2014.0
37262,Audi,Q5,3.2 Premium quattro,SUV,automatic,ga,46.0,85275.0,red,tan,carolina autohaus,17400.0,16000.0,Tue,Dec,2014.0
37264,Audi,Q5,3.2 Premium quattro,SUV,automatic,ca,34.0,42717.0,black,beige,aaero sweet company,21200.0,21000.0,Tue,Dec,2014.0
37715,Audi,A4,2.0T,Sedan,automatic,ca,27.0,78857.0,black,black,walters auto sales/service inc,8575.0,9000.0,Tue,Dec,2014.0
37727,Audi,A4,2.0T quattro,Convertible,automatic,va,21.0,87235.0,silver,black,gm financial,9050.0,6000.0,Wed,Jan,2015.0
37728,Audi,Q7,3.6 Premium quattro,SUV,automatic,wi,21.0,75323.0,black,black,bergstrom infiniti of the fox valley,17050.0,16500.0,Wed,Feb,2015.0
37729,Audi,A8,L quattro,Sedan,automatic,wa,44.0,73592.0,silver,black,lexus of bellevue,18200.0,20750.0,Wed,Jan,2015.0
37737,Audi,TT,2.0T,Convertible,automatic,fl,39.0,64862.0,beige,black,tdaf remarketing,13750.0,15000.0,Tue,Dec,2014.0
37740,Audi,A6,3.2 quattro,Sedan,automatic,oh,4.0,91699.0,blue,black,mentor mitsubishi,10800.0,11300.0,Tue,Dec,2014.0
37741,Audi,A4,2.0T,Sedan,automatic,fl,37.0,79588.0,white,tan,woodall auto wholesale inc,8525.0,11100.0,Mon,Dec,2014.0
37747,Audi,Q7,3.6 Premium quattro,SUV,automatic,ca,4.0,104792.0,burgundy,beige,audi san diego,13300.0,13500.0,Tue,Dec,2014.0
38429,Audi,A4,2.0T,Sedan,automatic,fl,19.0,104803.0,black,beige,pfs auto finance,6200.0,4700.0,Tue,Dec,2014.0
38434,Audi,Q7,3.6 Premium quattro,SUV,automatic,fl,3.0,103483.0,white,black,first state bank,12600.0,15400.0,Tue,Dec,2014.0
38443,Audi,A4,2.0T,Sedan,automatic,ga,34.0,97680.0,white,beige,atlanta auto distributors llc,6000.0,7400.0,Tue,Jun,2015.0
38447,Audi,Q7,3.6 Premium quattro,SUV,automatic,fl,34.0,233906.0,gray,black,westfall auto sales,8600.0,9600.0,Tue,Jan,2015.0
38454,Audi,Q7,3.6 Premium quattro,SUV,automatic,ga,32.0,84508.0,blue,tan,mercedes benz of buckhead,14150.0,13600.0,Tue,Dec,2014.0
38456,Audi,A4,2.0T,Convertible,automatic,tx,31.0,115184.0,black,black,santander consumer,6225.0,3300.0,Tue,Dec,2014.0
38463,Audi,Q7,3.6 Premium quattro,SUV,automatic,ca,29.0,120366.0,blue,black,high bid trading co inc,11500.0,10750.0,Wed,Dec,2014.0
39042,Audi,A4,2.0T,Sedan,manual,ca,37.0,119107.0,gray,tan,high bid trading co inc,4600.0,5250.0,Wed,Dec,2014.0
39049,Audi,A4,2.0T,Sedan,automatic,tx,28.0,111345.0,red,black,dt credit corporation,5325.0,4900.0,Tue,Dec,2014.0
39068,Audi,A4,2.0T,Sedan,automatic,tx,2.0,140715.0,gray,black,united auto credit/hurst,4225.0,2200.0,Tue,Dec,2014.0
39071,Audi,A3,2.0T,Wagon,automatic,or,2.0,54339.0,blue,gray,manheim nevada,7775.0,7000.0,Tue,Dec,2014.0
39075,Audi,A3,2.0T,Wagon,automatic,fl,25.0,48796.0,black,gray,navy federal credit union,7875.0,4600.0,Tue,Jan,2015.0
39077,Audi,A3,2.0T,Wagon,automatic,oh,31.0,96705.0,black,gray,bert wolfe ford inc,6425.0,4200.0,Tue,Dec,2014.0
39083,Audi,A4,2.0T quattro,Sedan,manual,mo,34.0,60750.0,black,tan,plaza motor company,8000.0,8700.0,Tue,Dec,2014.0
39663,Audi,A6,3.2 quattro,Sedan,automatic,mo,44.0,141967.0,white,tan,classic cars & trucks inc,4450.0,5800.0,Tue,Dec,2014.0
39668,Audi,A6,3.2 quattro,Sedan,automatic,va,2.0,107675.0,blue,black,gateway one lending & finance,5525.0,2100.0,Wed,Feb,2015.0
40184,Audi,S4,quattro,Sedan,automatic,fl,26.0,140651.0,gray,black,westlake financial services,4400.0,4700.0,Thu,Jan,2015.0
40188,Audi,allroad quattro,Base,Wagon,automatic,wa,3.0,98235.0,silver,gray,donate for charity,3875.0,3700.0,Tue,Dec,2014.0
40199,Audi,A6,3.0 quattro,Sedan,automatic,ma,2.0,122751.0,black,tan,imperial chevrolet,3175.0,2700.0,Tue,Dec,2014.0
40201,Audi,A4,1.8T quattro,Sedan,automatic,nj,23.0,111674.0,white,beige,car cash of new jersey llc,3550.0,2800.0,Wed,Jan,2015.0
40592,Audi,A4,1.8T,Sedan,automatic,il,2.0,123255.0,red,black,santander consumer,2250.0,2200.0,Tue,Dec,2014.0
40595,Audi,A4,3,Sedan,automatic,md,25.0,147966.0,gray,gray,cashmoneycars,2525.0,1650.0,Tue,Jan,2015.0
40596,Audi,TT,180hp,Coupe,automatic,ca,1.0,71461.0,silver,black,wells fargo dealer services,4450.0,2800.0,Tue,Dec,2014.0
40614,Audi,A4,1.8T quattro,Sedan,automatic,pa,23.0,126276.0,black,beige,carl h and ruth auto sales inc,3050.0,2400.0,Tue,Jan,2015.0
40886,Audi,A4,1.8T quattro,Sedan,automatic,ca,25.0,92706.0,silver,black,high bid trading co inc,3175.0,3000.0,Wed,Dec,2014.0
41208,Audi,allroad quattro,Base,Wagon,automatic,oh,22.0,121025.0,silver,black,pat obrien chevrolet south,2600.0,2500.0,Tue,Dec,2014.0
